# SGE Migration Status - Updated: 2026-03-05
# libgdx_path	sge_path	status	notes
# === Status values: ai_converted | skipped | not_started | deferred ===
# === Target values (backend files): core-shared | desktop-shared | desktop-jvm | browser | android | ios | skip ===
com/badlogic/gdx/AbstractGraphics.java	sge/Graphics.scala	ai_converted	merged into Graphics
com/badlogic/gdx/AbstractInput.java	sge/Input.scala	ai_converted	merged into Input
com/badlogic/gdx/Application.java	sge/Application.scala	ai_converted	
com/badlogic/gdx/ApplicationAdapter.java	sge/Application.scala	ai_converted	merged into Application trait
com/badlogic/gdx/ApplicationListener.java	sge/ApplicationListener.scala	ai_converted	
com/badlogic/gdx/ApplicationLogger.java	sge/ApplicationLogger.scala	ai_converted	
com/badlogic/gdx/Audio.java	sge/Audio.scala	ai_converted	
com/badlogic/gdx/Files.java	sge/Files.scala	ai_converted	
com/badlogic/gdx/Game.java	sge/Game.scala	ai_converted	
com/badlogic/gdx/Gdx.java	sge/Sge.scala	ai_converted	renamed Gdx->Sge
com/badlogic/gdx/Graphics.java	sge/Graphics.scala	ai_converted	
com/badlogic/gdx/Input.java	sge/Input.scala	ai_converted	
com/badlogic/gdx/InputAdapter.java	sge/Input.scala	ai_converted	merged into Input trait
com/badlogic/gdx/InputEventQueue.java	sge/InputEventQueue.scala	ai_converted	
com/badlogic/gdx/InputMultiplexer.java	sge/InputMultiplexer.scala	ai_converted	
com/badlogic/gdx/InputProcessor.java	sge/InputProcessor.scala	ai_converted	
com/badlogic/gdx/LifecycleListener.java	sge/LifecycleListener.scala	ai_converted	
com/badlogic/gdx/Net.java	sge/Net.scala	ai_converted	
com/badlogic/gdx/Preferences.java	sge/Preferences.scala	ai_converted	
com/badlogic/gdx/Screen.java	sge/Screen.scala	ai_converted	
com/badlogic/gdx/ScreenAdapter.java	sge/Screen.scala	ai_converted	merged into Screen trait
com/badlogic/gdx/Version.java	sge/Version.scala	ai_converted	
com/badlogic/gdx/assets/AssetDescriptor.java	sge/assets/AssetDescriptor.scala	ai_converted	
com/badlogic/gdx/assets/AssetErrorListener.java	sge/assets/AssetErrorListener.scala	ai_converted	
com/badlogic/gdx/assets/AssetLoaderParameters.java	sge/assets/AssetLoaderParameters.scala	ai_converted	
com/badlogic/gdx/assets/AssetLoadingTask.java	sge/assets/AssetLoadingTask.scala	ai_converted	
com/badlogic/gdx/assets/AssetManager.java	sge/assets/AssetManager.scala	ai_converted	
com/badlogic/gdx/assets/loaders/AssetLoader.java	sge/assets/loaders/AssetLoader.scala	ai_converted	
com/badlogic/gdx/assets/loaders/AsynchronousAssetLoader.java	sge/assets/loaders/AsynchronousAssetLoader.scala	ai_converted	
com/badlogic/gdx/assets/loaders/BitmapFontLoader.java	sge/assets/loaders/BitmapFontLoader.scala	ai_converted
com/badlogic/gdx/assets/loaders/CubemapLoader.java	sge/assets/loaders/CubemapLoader.scala	ai_converted
com/badlogic/gdx/assets/loaders/FileHandleResolver.java	sge/assets/loaders/FileHandleResolver.scala	ai_converted	
com/badlogic/gdx/assets/loaders/I18NBundleLoader.java	sge/assets/loaders/I18NBundleLoader.scala	ai_converted	
com/badlogic/gdx/assets/loaders/ModelLoader.java	sge/assets/loaders/ModelLoader.scala	ai_converted
com/badlogic/gdx/assets/loaders/MusicLoader.java	sge/assets/loaders/MusicLoader.scala	ai_converted	
com/badlogic/gdx/assets/loaders/ParticleEffectLoader.java	sge/assets/loaders/ParticleEffectLoader.scala	ai_converted
com/badlogic/gdx/assets/loaders/PixmapLoader.java	sge/assets/loaders/PixmapLoader.scala	ai_converted
com/badlogic/gdx/assets/loaders/ShaderProgramLoader.java	sge/assets/loaders/ShaderProgramLoader.scala	ai_converted	
com/badlogic/gdx/assets/loaders/SkinLoader.java	sge/assets/loaders/SkinLoader.scala	ai_converted
com/badlogic/gdx/assets/loaders/SoundLoader.java	sge/assets/loaders/SoundLoader.scala	ai_converted	
com/badlogic/gdx/assets/loaders/SynchronousAssetLoader.java	sge/assets/loaders/SynchronousAssetLoader.scala	ai_converted	
com/badlogic/gdx/assets/loaders/TextureAtlasLoader.java	sge/assets/loaders/TextureAtlasLoader.scala	ai_converted
com/badlogic/gdx/assets/loaders/TextureLoader.java	sge/assets/loaders/TextureLoader.scala	ai_converted	
com/badlogic/gdx/assets/loaders/resolvers/AbsoluteFileHandleResolver.java	sge/assets/loaders/resolvers/AbsoluteFileHandleResolver.scala	ai_converted	
com/badlogic/gdx/assets/loaders/resolvers/ClasspathFileHandleResolver.java	sge/assets/loaders/resolvers/ClasspathFileHandleResolver.scala	ai_converted	
com/badlogic/gdx/assets/loaders/resolvers/ExternalFileHandleResolver.java	sge/assets/loaders/resolvers/ExternalFileHandleResolver.scala	ai_converted	
com/badlogic/gdx/assets/loaders/resolvers/InternalFileHandleResolver.java	sge/assets/loaders/resolvers/InternalFileHandleResolver.scala	ai_converted	
